exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZY69,MC38 Checkpoint Blockade,Spencer Wei,Spencer Wei,NA,40,30
FR-FCM-ZY6A,B16BL6 Checkpoint blockade,Spencer Wei,Spencer Wei,"new(""attachmentProxy"", description = NULL, name = ""B16BL6_Final_AnnotationFR.xlsx"", url = ""https://flowrepository.org/experiments/1226/attachments/2497/download"", size = 39736, md5sum = ""04f85d387b61aaff2139522c981a78fe"", localpath = NULL)",52,30
FR-FCM-ZY6C,Human melanoma mass cytometry analysis,Spencer Wei,Spencer Wei,NA,28,28
FR-FCM-ZY6D,OMIP-040: Henry et al - CytoPartA - 2017 - huEpi,Gervaise Henry,Gervaise Henry,"new(""attachmentProxy"", description = NULL, name = ""85678_20170526_huEpi_huTissue_Fusion_FMO+Strategy.xml"", url = ""https://flowrepository.org/experiments/1229/attachments/2322/download"", size = 1229667, md5sum = ""27efe78355586809d2bbfef878e5c198"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""experiment_64099_annotations.tsv"", url = ""https://flowrepository.org/experiments/1229/attachments/2324/download"", size = 3085, md5sum = ""e744b87f87852b3a100c5759a0d51cae"", localpath = NULL)",9,9
FR-FCM-ZY6F,Data for CYTO U Proliferation Module 2,Paul Wallace,Paul Wallace,NA,3,3
FR-FCM-ZY6K,bivariate flow graph of maize starch,xudong zhang,xudong zhang,NA,60,30
FR-FCM-ZY6M,Axenic Cultures FACSVerse,Nico Boon,Peter Rubbens,"new(""attachmentProxy"", description = ""Overview of digital gating strategy."", name = ""SI_gating.png"", url = ""https://flowrepository.org/experiments/1238/attachments/2642/download"", size = 1880515, md5sum = ""2133a942c67119b5009479af1d58ff7c"", localpath = NULL)",80,30
FR-FCM-ZY6N,Figure1. Analysis of fluorescent protein brightness and bleed over using histograms.,Andre Olsson,Andre Olsson,"new(""attachmentProxy"", description = NULL, name = ""Figure_one_analysis.wsp"", url = ""https://flowrepository.org/experiments/1239/attachments/2426/download"", size = 1881116, md5sum = ""82a8be85320a425a71f1b130fedd70f2"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Materials_and_Methods.docx"", url = ""https://flowrepository.org/experiments/1239/attachments/2428/download"", size = 14137, md5sum = ""cd44c1e1b69ad1030ebf60a78d2cb6f5"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Voltage_Figure_1.xlsx"", url = ""https://flowrepository.org/experiments/1239/attachments/2430/download"", size = 10101, md5sum = ""bce172c8bb115f2da36c7e108fa66887"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MIFlowCyt_Item_Checklist.doc"", url = ""https://flowrepository.org/experiments/1239/attachments/2433/download"", size = 317952, md5sum = ""7c55387cb855b358128ce3c927c1a1cf"", localpath = NULL)",14,14
FR-FCM-ZY6X,Figure2. Plots showing specificity of fluorescent proteins co-expressed within 293T cells overlaid with single fluorophore expression data.,Andre Olsson,Andre Olsson,"new(""attachmentProxy"", description = NULL, name = ""031717_AO_double_FP.wsp"", url = ""https://flowrepository.org/experiments/1240/attachments/2427/download"", size = 2402633, md5sum = ""d4cfbdab737212d92fbc44f1230f1706"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Materials_and_Methods.docx"", url = ""https://flowrepository.org/experiments/1240/attachments/2429/download"", size = 14137, md5sum = ""cd44c1e1b69ad1030ebf60a78d2cb6f5"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Voltage_Figure_2.xlsx"", url = ""https://flowrepository.org/experiments/1240/attachments/2431/download"", size = 9743, md5sum = ""05f8ddd3e1a7ceca962868648a4800e4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MIFlowCyt_Item_Checklist.doc"", url = ""https://flowrepository.org/experiments/1240/attachments/2432/download"", size = 317952, md5sum = ""7c55387cb855b358128ce3c927c1a1cf"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""compensation_matrices.wsp"", url = ""https://flowrepository.org/experiments/1240/attachments/2434/download"", size = 376020, md5sum = ""06eda3a00d77f359093a0824118296eb"", localpath = NULL)",51,30
FR-FCM-ZY6V,Cell Reports 2017,Shinya Isobe,Shinya Isobe,NA,18,18
FR-FCM-ZY7Z,Human head and neck tumor and cancer cell lines,Tess Brodie,Tess Brodie,NA,18,18
FR-FCM-ZY7Y,Resistant CML Patients,Shovik  Bandyopadhyay,Shovik  Bandyopadhyay,NA,20,20
FR-FCM-ZY72,K562R Cell Line CyTOF,Shovik  Bandyopadhyay,Shovik  Bandyopadhyay,NA,6,6
FR-FCM-ZY73,Imatinib-Sensitve Patients,Shovik  Bandyopadhyay,Shovik  Bandyopadhyay,NA,20,20
FR-FCM-ZY74,Low-Dose Imatinib CML CyTOF,Shovik  Bandyopadhyay,Shovik  Bandyopadhyay,NA,12,12
FR-FCM-ZY76,See et al Science 2017 Mass Cytometry Data,Evan Newell,Evan Newell,NA,4,4
FR-FCM-ZY77,Monitoring immune system engraftment after stem cell transplantation in patients without/with infection or relapse,Petter Brodin,Lakshmikanth Tadepally,"new(""attachmentProxy"", description = NULL, name = ""Samples_and_IDs.xls"", url = ""https://flowrepository.org/experiments/1255/attachments/2600/download"", size = 68608, md5sum = ""5a5eebc4f6ee18f67ad922f61e69bc87"", localpath = NULL)",110,30
FR-FCM-ZY7C,Flow Cytometric Analysis of variation and dynamics of salivary microbiota,Florian Schattenberg,Florian Schattenberg,NA,464,30
FR-FCM-ZY7E,Fitness of 14 TDH3 promoter variants in YPD,Patricia Wittkopp,Fabien Duveau,"new(""attachmentProxy"", description = NULL, name = ""Annotations_FR-FCM-ZY7E.csv"", url = ""https://flowrepository.org/experiments/1262/attachments/2501/download"", size = 234921, md5sum = ""493f629652d84055a6ce11cc564d9f60"", localpath = NULL)",2676,30
FR-FCM-ZY7H,Expression of neuropeptide FF receptor 2 (NPFFR2) in various macrophages (human and mouse),Tamás Röszer,Tamás Röszer,NA,31,30
FR-FCM-ZY7M,Performance of the CytoBackBone algorithm,Antonio Cosma,Adrien Leite Pereira,NA,34,30
FR-FCM-ZY7N,Application of CytoBackBone to study HIV infection,Antonio Cosma,Adrien Leite Pereira,NA,24,24
FR-FCM-ZY7U,Canine PMSC characterization,Aijun Wang,Lee Lankford,NA,37,30
FR-FCM-ZY8Y,Activity of 48 TDH3 promoter variants in YPD,Patricia Wittkopp,Fabien Duveau,"new(""attachmentProxy"", description = NULL, name = ""Annotations_FR-FCM-ZY8Y.csv"", url = ""https://flowrepository.org/experiments/1281/attachments/2500/download"", size = 30085, md5sum = ""286219b6086e9bcf0fadbee58914fcdf"", localpath = NULL)",384,30
FR-FCM-ZY85,exp2,teresa zelante,teresa zelante,NA,8,8
FR-FCM-ZY87,CyTOF analysis of dengue virus-infected human moDCs,Adeeb Rahman,Adeeb Rahman,NA,84,30
FR-FCM-ZY89,Dereplication Lactobacilli SGPI,Nico Boon,Benjamin Buysschaert,NA,116,30
FR-FCM-ZY8A,Checkpoint blockade immunotherapy reshapes the high-dimensional phenotypic heterogeneity of murine intratumoural neoantigen-specific CD8+ T cells,Michael Fehlings,Michael Fehlings,NA,13,13
FR-FCM-ZY8B,Activity of TDH3 cis-regulatory variants in YPG (glycerol),Patricia Wittkopp,Fabien Duveau,"new(""attachmentProxy"", description = NULL, name = ""Annotations_FR-FCM-ZY8B.csv"", url = ""https://flowrepository.org/experiments/1291/attachments/2503/download"", size = 462576, md5sum = ""5078837c39681f110aaf38da0cd55cf9"", localpath = NULL)",4608,30
FR-FCM-ZY8D,Activity of TDH3 cis-regulatory variants in YPGal (galactose),Patricia Wittkopp,Fabien Duveau,"new(""attachmentProxy"", description = NULL, name = ""Annotations_FR-FCM-ZY8D.csv"", url = ""https://flowrepository.org/experiments/1293/attachments/2502/download"", size = 481008, md5sum = ""8d2a77ca5583980bde326eff96970fb4"", localpath = NULL)",4608,30
FR-FCM-ZY8G,Dereplication Lactobacilli SG,Nico Boon,Benjamin Buysschaert,NA,116,30
FR-FCM-ZY8J,3 cell model data,Bhushan Mahadik,Bhushan Mahadik,NA,55,30
FR-FCM-ZY8K,5 cell model data,Bhushan Mahadik,Bhushan Mahadik,NA,56,30
FR-FCM-ZY9Y,2017 PeerJ Table 1,Nela Nikolic,Nela Nikolic,NA,168,30
FR-FCM-ZY92,2017 PeerJ Table 2,Nela Nikolic,Nela Nikolic,NA,168,30
FR-FCM-ZY93,2017 PeerJ Figure 1,Nela Nikolic,Nela Nikolic,NA,64,30
FR-FCM-ZY94,2017 PeerJ Figure 2I,Nela Nikolic,Nela Nikolic,NA,9,9
FR-FCM-ZY95,2017 PeerJ Figure 3,Nela Nikolic,Nela Nikolic,NA,12,12
FR-FCM-ZY96,"2017 PeerJ Figures 5, S2",Nela Nikolic,Nela Nikolic,NA,84,30
FR-FCM-ZY97,2017 PeerJ Figure S4,Nela Nikolic,Nela Nikolic,NA,7,7
FR-FCM-ZY98,2017 PeerJ Figure S1,Nela Nikolic,Nela Nikolic,NA,14,14
FR-FCM-ZY99,2017 PeerJ Figure S3,Nela Nikolic,Nela Nikolic,NA,42,30
FR-FCM-ZY9B,"Cerium expression across immune populations from paired blood, tumor and non-involved lung specimens",Adeeb Rahman,Adeeb Rahman,NA,33,30
FR-FCM-ZY9G,flowLearn - Mice evaluation data,Markus Lux,Markus Lux,"new(""attachmentProxy"", description = NULL, name = ""all.gthres.Updated.Rdata"", url = ""https://flowrepository.org/experiments/1328/attachments/2483/download"", size = 367030, md5sum = ""ad699129a9b5e606e9815bb1b52cbc12"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""store.allFCS-Updated.Rdata"", url = ""https://flowrepository.org/experiments/1328/attachments/2484/download"", size = 52708, md5sum = ""79b85dbc41d9b8f45063ac3f243b3985"", localpath = NULL)",2668,30
FR-FCM-ZY9W,Mass cytometry identifies distinct lung CD4+ T cell patterns in Löfgren's syndrome and non-LS sarcoidosis,Ylva Kaiser,Ylva Kaiser,NA,12,12
FR-FCM-ZY9J,Michigan Inland Lakes Survey,Vincent Denef,Ruben Props,"new(""attachmentProxy"", description = NULL, name = ""inland.sam.csv"", url = ""https://flowrepository.org/experiments/1331/attachments/2485/download"", size = 23219, md5sum = ""1e6c27a38a3293b2c2591b46f7be6807"", localpath = NULL)",159,30
FR-FCM-ZY9M,"CyTOF analysis of paired blood, tumor and non-involved lung T cells from NSCLC patients (gated CD3+ cells)",Adeeb Rahman,Adeeb Rahman,"new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZY9M_sample_metadata.csv"", url = ""https://flowrepository.org/experiments/1334/attachments/2492/download"", size = 37982, md5sum = ""23f7d603760530667d346fc52a8d9739"", localpath = NULL)",66,30
FR-FCM-ZY9N,"CyTOF analysis of paired blood, tumor and non-involved lung from NSCLC patients",Adeeb Rahman,Adeeb Rahman,"new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZY9N_sample_metadata.csv"", url = ""https://flowrepository.org/experiments/1335/attachments/2493/download"", size = 31776, md5sum = ""1b0b82acf927fad9be39b4e0cde92173"", localpath = NULL)",60,30
FR-FCM-ZY9X,"Spontaneous cytokine production from paired blood, tumor and non-involved lung from NSCLC patients",Adeeb Rahman,Adeeb Rahman,"new(""attachmentProxy"", description = NULL, name = ""FR-FCM-ZY9X_sample_metadata.csv"", url = ""https://flowrepository.org/experiments/1336/attachments/2494/download"", size = 13120, md5sum = ""1393895f9b80486ae9b362e879fe2265"", localpath = NULL)",27,27
FR-FCM-ZY9Q,"2017 Cell Systems p-Creode paper (Small Intestine, Colon - MxIF)",Ken Lau,Ken Lau,NA,2,2
FR-FCM-ZY9R,2017 Cell Systems p-Creode paper (Bone Marrow - CyTOF - Bendall),Ken Lau,Ken Lau,NA,1,1
FR-FCM-ZY9T,"Activity of wild type TDH3 promoter in glucose, galactose, glycerol, ethanol and sorbitol",Patricia Wittkopp,Fabien Duveau,"new(""attachmentProxy"", description = NULL, name = ""Annotations_FR-FCM-ZY9T.csv"", url = ""https://flowrepository.org/experiments/1341/attachments/2499/download"", size = 9165, md5sum = ""b15ab51bd8519fe1e175efe2bb762ce2"", localpath = NULL)",96,30
FR-FCM-ZY9V,"MSC-NK co-culture, D1, MSC3",Sabine Waeber,Sabine Waeber,NA,31,30
FR-FCM-ZYAZ,"MSC-NK co-culture, D9, MSC1,2,3 and 4(cytotoxicity)",Sabine Waeber,Sabine Waeber,NA,36,30
FR-FCM-ZYAY,"MSC-NK co-culture, D9, MSC1,2,3 and 4 (NK phenotype)",Sabine Waeber,Sabine Waeber,NA,70,30
FR-FCM-ZYA2,"MSC-NK co-culture, D10, MSC1 and 3(cytotoxicity)",Sabine Waeber,Sabine Waeber,NA,36,30
FR-FCM-ZYA3,"MSC-NK co-culture, D10, MSC1 and 3(phenotype)",Sabine Waeber,Sabine Waeber,NA,46,30
FR-FCM-ZYA4,"MSC-NK co-culture, D3, MSC2",Sabine Waeber,Sabine Waeber,NA,36,30
FR-FCM-ZYA5,"MSC-NK co-culture, D5, MSC1,3 and 4(cytotoxicity)",Sabine Waeber,Sabine Waeber,NA,68,30
FR-FCM-ZYA6,"MSC-NK co-culture, D4, MSC1,2,3",Sabine Waeber,Sabine Waeber,NA,67,30
FR-FCM-ZYA7,"MSC-NK co-culture, D12, MSC2",Sabine Waeber,Sabine Waeber,NA,39,30
FR-FCM-ZYA8,"MSC-NK co-culture, D12, MSC2 (NK phenotype)",Sabine Waeber,Sabine Waeber,NA,24,24
FR-FCM-ZYA9,"MSC-NK co-culture, D13, MSC5 (cytotoxicity)",Sabine Waeber,Sabine Waeber,NA,78,30
FR-FCM-ZYAA,"MSC-NK co-culture, D13, MSC5 (NK phenotype)",Sabine Waeber,Sabine Waeber,NA,116,30
FR-FCM-ZYAB,"MSC-NK co-culture, D14, MSC5 (cytotoxicity)",Sabine Waeber,Sabine Waeber,NA,51,30
FR-FCM-ZYAC,"MSC-NK co-culture, D14, MSC5 (phenotype)",Sabine Waeber,Sabine Waeber,NA,121,30
FR-FCM-ZYAD,"MSC-NK co-culture, D11, MSC3 (Cytotox)",Sabine Waeber,Sabine Waeber,NA,23,23
FR-FCM-ZYAE,"MSC-NK co-culture, D11, MSC3 (phenotype)",Sabine Waeber,Sabine Waeber,NA,25,25
FR-FCM-ZYAG,2017 Cell Systems p-Creode paper (Colon - scRNA-Seq),Ken Lau,Ken Lau,NA,1,1
FR-FCM-ZYAH,2017 Cell Systems p-Creode paper (Myeloid - scRNA-Seq - Paul et al.),Ken Lau,Ken Lau,NA,1,1
FR-FCM-ZYAJ,HIMC PBMC controls-CyTOF surface phenotyping,Mike Leipold,Mike Leipold,"new(""attachmentProxy"", description = NULL, name = ""081116-HIMC_controls-metadata-for_FlowRepository.xlsx"", url = ""https://flowrepository.org/experiments/1363/attachments/2506/download"", size = 49971, md5sum = ""26b7449411728c6eb9fea38473ba41dc"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081116-Mike-HIMC_controls-cocktail.xlsx"", url = ""https://flowrepository.org/experiments/1363/attachments/2507/download"", size = 80005, md5sum = ""87e2efbaeb0a053e76b3035f2c03acb5"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MATLAB-beads_before_and_after.png"", url = ""https://flowrepository.org/experiments/1363/attachments/2508/download"", size = 19112, md5sum = ""6b20f1b7dadbe40849d7aa801ae7e0f6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081216-Mike-HIMC_controls-Fluidigm_normalizer_message.jpg"", url = ""https://flowrepository.org/experiments/1363/attachments/2509/download"", size = 400104, md5sum = ""9f3846df7374851e3dba08fbece712fa"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""HIMC_surface_pheno-clones_and_sourcing.xlsx"", url = ""https://flowrepository.org/experiments/1363/attachments/2529/download"", size = 74346, md5sum = ""ea620427557b822ec8f62235e514f0b4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081116-Mike-HIMC_controls-file_list.xlsx"", url = ""https://flowrepository.org/experiments/1363/attachments/2530/download"", size = 10365, md5sum = ""3f6814827a0f9e5ea9a09e78b81f1f39"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081116-885d5_raw-example_gating.pdf"", url = ""https://flowrepository.org/experiments/1363/attachments/2531/download"", size = 654179, md5sum = ""37b0a65a412c60318ff5d62ef7708683"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081116-HIMC_PBMC_controls-FlowRepository-README.pdf"", url = ""https://flowrepository.org/experiments/1363/attachments/2532/download"", size = 274731, md5sum = ""c9dda13cb31572204868bace13e4b18c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""081116-Mike-HIMC_controls.wsp"", url = ""https://flowrepository.org/experiments/1363/attachments/2533/download"", size = 29248404, md5sum = ""0df38213d98690190a5d2dc65675c145"", localpath = NULL)",63,30
FR-FCM-ZYB7,Adrenergic receptors expression in adipose-derived mesenchymal stromal cells,Pyotr Tyurin-Kuzmin,Pyotr Tyurin-Kuzmin,"new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B1 experiment"", name = ""B1_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2870/download"", size = 329397, md5sum = ""fc88c09286a597ae808c0e31fed4831e"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B2 experiment"", name = ""B2_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2871/download"", size = 326548, md5sum = ""ac2aa5cb20ede80ab77fd83bd0b97cc7"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B3 experiment"", name = ""B3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2872/download"", size = 333201, md5sum = ""fcd8cfddbddfeb6e372358c62b781492"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B4 experiment"", name = ""B4_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2875/download"", size = 333273, md5sum = ""c9bd3af7257cd8eba43647abae36127f"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B5 experiment"", name = ""B5_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2876/download"", size = 323811, md5sum = ""6a77b9d2dd9c2ee16de0eb9b3274fc0b"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B6 experiment"", name = ""B6_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2877/download"", size = 328960, md5sum = ""35432c94f731da685903f05b923da20e"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B6_b3 experiment"", name = ""B6_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2878/download"", size = 146012, md5sum = ""bc0a37bd40d38c30479505ed36143451"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B7 experiment"", name = ""B7_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2879/download"", size = 375768, md5sum = ""828b3561862f8fca46009c59970349b4"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B7_b3 experiment"", name = ""B7_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2880/download"", size = 146158, md5sum = ""c04e021e579c1a1848c95370c429e9c6"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B8 experiment"", name = ""B8_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2881/download"", size = 375680, md5sum = ""d3bb6c9782aecce920cbb0cfac89c8e2"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B8_b3 experiment"", name = ""B8_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2882/download"", size = 146213, md5sum = ""241c621a732c0f96458302c176acfc98"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B9 experiment"", name = ""B9_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2883/download"", size = 325601, md5sum = ""f3409daf2e6dd06108e889e6fbb32e0a"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B10 experiment"", name = ""B10_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2884/download"", size = 325878, md5sum = ""756b96e6f608ca85ba2f31152c35ffcb"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of B10_b3 experiment"", name = ""B10_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2885/download"", size = 144304, md5sum = ""b7d3f74a736b353675d51f63f962bbf3"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T1 experiment"", name = ""T1_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2886/download"", size = 329552, md5sum = ""a318aa660e50997b5d1862ad1ab72777"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T2 experiment"", name = ""T2_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2887/download"", size = 326571, md5sum = ""eaf3dc57f3778517d5118a26f0deaed9"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T3 experiment"", name = ""T3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2888/download"", size = 329308, md5sum = ""1cbe83483311d5274c9969495d2b6e96"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T4 experiment"", name = ""T4_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2889/download"", size = 329420, md5sum = ""a91a76d97185645eb6f17d07364d654e"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T5 experiment"", name = ""T5_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2890/download"", size = 323933, md5sum = ""9ec21a18cc591d9fc3527c156cbdcadc"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T6 experiment"", name = ""T6_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2891/download"", size = 328957, md5sum = ""43856e804d1f19b68d4ded7fe7bd62af"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T6_b3 experiment"", name = ""T6_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2892/download"", size = 145980, md5sum = ""a607bcc781281130cf7b4fb698fec1c3"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T7 experiment"", name = ""T7_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2893/download"", size = 375554, md5sum = ""29ff123dd4fd468f5cc6b9508ffc703f"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T7_b3 experiment"", name = ""T7_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2894/download"", size = 146179, md5sum = ""56e961b38ea5732d9730cc3c2609d822"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T8 experiment"", name = ""T8_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2895/download"", size = 375600, md5sum = ""fb6e33852e6e75ffaf2f57762ad32b25"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T8_b3 experiment"", name = ""T8_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2896/download"", size = 146221, md5sum = ""9b97f933e6f8081b15f737ccbcf3e863"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T9 experiment"", name = ""T9_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2897/download"", size = 325718, md5sum = ""809b6ded2651fc93ba4bbf3bf56e8b49"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T10 experiment"", name = ""T10_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2898/download"", size = 325751, md5sum = ""7ff8519d6fa664570df6673044e9bd80"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo Workspace with processing of T10_b3 experiment"", name = ""T10_b3_workspace.wsp"", url = ""https://flowrepository.org/experiments/1383/attachments/2899/download"", size = 144266, md5sum = ""72fd0ba4aca95a605e582d5c72a78f9f"", localpath = NULL)|new(""attachmentProxy"", description = ""Archive file with XML versions of all workspaces"", name = ""XML_workspaces.rar"", url = ""https://flowrepository.org/experiments/1383/attachments/2955/download"", size = 317873, md5sum = ""1a2af2e4a523f09535a64360e0bcafbc"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""TyurinKuzmin_et.al_Table_1.xlsx"", url = ""https://flowrepository.org/experiments/1383/attachments/3379/download"", size = 10252, md5sum = ""f7262f13a8683850c01f5bb12ed4aa28"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""TyurinKuzmin_et.al_Table_2.xlsx"", url = ""https://flowrepository.org/experiments/1383/attachments/3380/download"", size = 18521, md5sum = ""bd667f23acc6b4ff8d025ccb6ca776e7"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""TyurinKuzmin_et.al_Table_3.xlsx"", url = ""https://flowrepository.org/experiments/1383/attachments/3381/download"", size = 9674, md5sum = ""85d434094247f6c27ad0c1f5116c393c"", localpath = NULL)",146,30
FR-FCM-ZYB8,Knapp Kannan Pellacani and Eaves-Cell Reports-2017_primary mammary epithelium,David JHF Knapp,David JHF Knapp,"new(""attachmentProxy"", description = NULL, name = ""sample_details.csv"", url = ""https://flowrepository.org/experiments/1384/attachments/2539/download"", size = 2165, md5sum = ""18cd62e75b4ffaa152a6144b78c62e8e"", localpath = NULL)",22,22
FR-FCM-ZYBB,Knapp Kannan Pellacani and Eaves-Cell Reports-2017-mammary epithelial cell lines,David JHF Knapp,David JHF Knapp,"new(""attachmentProxy"", description = NULL, name = ""sample_details.csv"", url = ""https://flowrepository.org/experiments/1387/attachments/2540/download"", size = 4918, md5sum = ""5fb1d0e47fdc836f1adbb238e71d04ee"", localpath = NULL)",56,30
FR-FCM-ZYBC,Knapp Kannan Pellacani and Eaves-Cell Reports-2017-MCF10A time course,David JHF Knapp,David JHF Knapp,"new(""attachmentProxy"", description = NULL, name = ""sample_details.csv"", url = ""https://flowrepository.org/experiments/1388/attachments/2541/download"", size = 4003, md5sum = ""79dbb64b5a0519f16023118207f79b5c"", localpath = NULL)",40,30
FR-FCM-ZYBD,Knapp Kannan Pellacani and Eaves-Cell Reports-2017-MCF10A dose response,David JHF Knapp,David JHF Knapp,"new(""attachmentProxy"", description = NULL, name = ""sample_details.csv"", url = ""https://flowrepository.org/experiments/1389/attachments/2542/download"", size = 1442, md5sum = ""d993f919555c53ab43bf28cfb5abf4ce"", localpath = NULL)",14,14
FR-FCM-ZYBG,Innate myeloid cells after prime/boost immunization of cynomolgus macaques with MVA,Anne-Sophie Beignon,Anne-Sophie Beignon,"new(""attachmentProxy"", description = NULL, name = ""00_Figure_S3.pdf"", url = ""https://flowrepository.org/experiments/1392/attachments/2815/download"", size = 77974694, md5sum = ""a9ec6d88e9b29e2409b0da3f7b9c6e56"", localpath = NULL)",72,30
FR-FCM-ZYBW,Diggins et al MEM Protocol melanoma patient data,Kirsten Diggins,Kirsten Diggins,"new(""attachmentProxy"", description = ""80 MEM score files from Diggins et al, Nature Methods 2017, Fig 2. Also includes Microsoft Excel workbook with file and sample details."", name = ""Supplementary_data.zip"", url = ""https://flowrepository.org/experiments/1394/attachments/2601/download"", size = 26381, md5sum = ""f969a3902c467ab23550617866112418"", localpath = NULL)",25,25
FR-FCM-ZYBN,CD5–NK1.1+ γδ T cells that develop in a Bcl11b-independent manner participate in early protection against infection,Yasunbou Yoshikai,Yasunbou Yoshikai,NA,121,30
